SESSION session_mguib2vb ALTITUDE POINTS CHUNK 0
-6,0
0,0
4,0
8,0
54,0
2346,0.009999999999999787
2348,0
2402,0
2647,0
2651,0
2653,0
2794,0
2818,0
3991,0
4008,0
4015,0
4078,0
4377,0
4751,0
5967,0.009999999999999787
5972,0
5983,0.009999999999999787
5993,0
5998,0
6161,0
7414,0.009999999999999787
7424,0.009999999999999787
7458,0.009999999999999787
7468,0.009999999999999787
7737,0.009999999999999787
8841,0
8847,0
8852,0
9017,0
9335,0
9652,0
9992,0
15191,0
15268,0
15290,0.009999999999999787
15302,0
15320,0
15331,0
15342,0.009999999999999787
15435,0.009999999999999787
15738,0
17102,0
17339,0
17658,0
17987,0
18302,0
19302,0
19598,0
19828,0
20080,0
20301,0
20542,0
21457,0
21462,0.009999999999999787
21499,0
21742,0
21976,0.009999999999999787
23034,0
23038,0
23041,0
23044,0
24267,0
24274,0
24288,0
24291,0
24300,0
26489,0
26491,0
26494,0
26496,0.009999999999999787
26500,0.04999999999999982
26504,0.16000000000000014
26509,0.3799999999999999
26512,0.7199999999999998
26518,1.2199999999999998
26548,1.8399999999999999
27745,2.58
27752,3.369999999999999
27757,4.1899999999999995
27760,4.99
27764,5.800000000000001
28920,6.58
28929,7.369999999999999
28944,8.15
28949,8.92
28960,9.7
29175,10.46
30308,11.239999999999998
30311,12
30313,12.77
30316,13.55
30379,14.309999999999999
31477,15.079999999999998
31481,15.86
31487,16.64
31490,17.4
31583,18.17
32836,18.93
32862,19.69
32867,20.46
32898,21.22
32906,21.98
33025,22.75
34118,23.51
34125,24.26
34141,25.01
34145,25.770000000000003
34226,26.509999999999998
35383,27.270000000000003
35388,28.009999999999998
35392,28.770000000000003
35396,29.520000000000003
35436,30.270000000000003
36678,31.03
36685,31.79
36713,32.57
36718,33.32
36736,34.09
37886,34.86
37898,35.63
37911,36.4
37915,37.17
37921,37.94
39099,38.71
39102,39.45
39105,40.07
39109,40.54
39130,40.84
40217,40.96
40226,40.94
40230,40.83
40237,40.71
40246,40.62
41400,40.56
41405,40.47
41408,40.19
41415,39.93
41442,39.9
42654,40.13
42670,40.66
42673,41.36
42677,42.15
42680,42.93
42872,43.35
43989,43.33
43993,43.12
43997,42.81
44003,42.47
44102,42.1
45272,41.72
45275,41.36
45279,41.01
45283,40.68
45287,40.36
46553,40.06
46568,39.78
46573,39.49
46579,39.22
46582,38.97
47724,38.71
47732,38.47
47745,38.23
47749,38
47754,37.77
47919,37.56
49111,37.36
49115,37.16
49119,36.98
49122,36.8
49146,36.64
50416,36.49
50423,36.35
50438,36.23
50454,36.12
50469,36.01
51582,35.92
51590,35.84
51597,35.76
51602,35.7
51607,35.65
52775,35.61
52794,35.58
52810,35.57
52814,35.55
52826,35.55
53975,35.56
53979,35.57
53983,35.59
53986,35.62
53989,35.64
55173,35.68
55179,35.71
55182,35.75
55186,35.79
56424,35.83
56438,35.87
56445,35.91
56451,35.95
56454,35.98
56464,36.01
57558,36.04
57563,36.06
57575,36.09
57601,36.11
57613,36.14
58803,36.18
58810,36.21
58815,36.25
58830,36.29
58835,36.33
59002,36.37
60078,36.41
60099,36.45
60103,36.49
60107,36.53
60208,36.57
61421,36.6
61425,36.63
61429,36.67
61433,36.71
61452,36.74
62629,36.78
62645,36.81
62650,36.83
62653,36.85
62657,36.86
63814,36.86
63817,36.87
63820,36.87
63824,36.88
63828,36.89
64989,36.9
64993,36.91
65010,36.92
65019,36.93
65023,36.95
66213,36.97
66227,37
66235,37.03
66239,37.06
66259,37.1
67439,37.14
67443,37.19
67446,37.23
67455,37.27
67458,37.3
68648,37.35
68655,37.4
68665,37.46
68671,37.52
68693,37.61
69797,37.71
69810,37.83
69816,37.97
69822,38.14
69826,38.33
70997,38.56
71002,38.82
71007,39.12
71021,39.46
71030,39.86
72250,40.33
72254,40.82
72259,41.29
72264,41.7
72267,42.07
73369,42.42
73372,42.75
73376,43.07
73380,43.34
73396,43.55
74664,43.69
74670,43.73
74675,43.7
74690,43.59
74703,43.41
74831,43.17
75979,42.86
75982,42.51
75986,42.12
75990,41.69
76041,41.23
77180,40.76
77205,40.27
77211,39.78
77221,39.29
77246,38.82
78365,38.37
78374,37.94
78383,37.54
78389,37.17
78427,36.83
79603,36.52
79608,36.24
79611,36
79617,35.8
79637,35.64
80810,35.52
80815,35.44
80821,35.41
80836,35.4
80854,35.41
81093,35.42
82268,35.44
82274,35.45
82305,35.47
82308,35.48
82320,35.5
82511,35.53
83625,35.55
83629,35.58
83631,35.61
83635,35.62
83726,35.64
84876,35.64
84878,35.65
84881,35.66
84883,35.66
85011,35.67
87112,35.69
87115,35.62
87118,35.25
87120,34.78
87123,34.33
87210,34
87216,33.79
87226,33.69
87231,33.68
88354,33.74
88359,33.86
88363,34.06
88378,34.42
88383,34.91
89446,35.49
89452,36.1
89456,36.69
89460,37.23
89483,37.72
90606,38.15
90613,38.51
90615,38.83
90619,39.11
90672,39.35
91826,39.56
91843,39.73
91850,39.9
91854,40.05
91874,40.18
93118,40.3
93125,40.4
93143,40.49
93147,40.56
93151,40.62
93312,40.68
94570,40.72
94572,40.73
94574,40.73
94577,40.71
94580,40.69
95773,40.67
95796,40.66
95801,40.68
95804,40.7
95809,40.71
95952,40.73
101950,41.13
101975,41.87
101994,42.11
102036,42.24
102040,42.28
102042,42.23
102047,42.14
102053,42.03
102059,41.94
102077,41.88
102105,41.85
102115,41.86
102128,41.91
102133,42.14
102137,42.5
102141,42.9
104705,41.47
105642,41.28
105653,41.09
105658,40.89
105678,40.69
106822,40.48
106829,40.27
106863,40.06
106870,39.87
106875,39.68
107973,39.52
107976,39.36
107981,39.22
107984,39.07
108010,38.9
109100,38.74
109113,38.59
