SESSION session_mguib2vb GPS POINTS CHUNK 1
132239,-35.3611286,149.1657814,51.27
132242,-35.361131,149.1657703,50.84
133501,-35.3611317,149.1657582,50.44
133506,-35.3611308,149.1657448,50.04
133510,-35.3611286,149.165731,49.66
133514,-35.361125,149.1657165,49.29
133518,-35.3611208,149.1657021,48.94
134677,-35.3611153,149.1656874,48.59
134691,-35.3611089,149.1656726,48.24
134710,-35.3611014,149.1656585,47.91
134715,-35.3610927,149.1656448,47.57
134720,-35.3610831,149.1656322,47.24
135898,-35.3610727,149.1656205,46.9
135905,-35.3610617,149.1656099,46.56
135908,-35.3610506,149.1656004,46.2
135933,-35.3610392,149.1655923,45.83
135937,-35.3610281,149.1655856,45.45
137070,-35.3610174,149.1655806,45.07
137073,-35.3610071,149.1655769,44.67
137077,-35.3609977,149.1655752,44.28
137080,-35.3609889,149.1655748,43.89
137083,-35.3609814,149.1655757,43.5
138209,-35.3609748,149.1655778,43.11
138214,-35.3609692,149.1655807,42.73
138240,-35.3609646,149.1655844,42.36
138245,-35.3609611,149.1655886,41.98
138262,-35.3609584,149.165593,41.62
139416,-35.3609566,149.1655973,41.26
139421,-35.3609554,149.1656014,40.9
139439,-35.3609547,149.1656051,40.54
139443,-35.3609545,149.1656085,40.18
139450,-35.3609548,149.1656111,39.82
140652,-35.3609554,149.1656129,39.46
140661,-35.3609563,149.1656141,39.11
140666,-35.3609569,149.1656143,38.76
140671,-35.3609571,149.1656138,38.41
140681,-35.3609566,149.1656124,38.06
141834,-35.3609557,149.1656102,37.71
141839,-35.360954,149.1656071,37.36
141842,-35.3609516,149.1656032,37.01
141846,-35.3609485,149.1655987,36.66
141849,-35.3609449,149.1655936,36.32
143008,-35.3609408,149.1655879,35.97
143014,-35.3609365,149.1655819,35.63
143024,-35.3609317,149.1655755,35.28
143030,-35.3609267,149.1655691,34.93
143051,-35.3609213,149.1655626,34.58
144203,-35.3609158,149.1655563,34.23
144233,-35.3609101,149.1655501,33.87
144238,-35.360904,149.1655444,33.51
144243,-35.3608977,149.1655393,33.15
144250,-35.3608914,149.1655346,32.79
147474,-35.3608852,149.1655305,32.42
147477,-35.3608788,149.1655271,32.05
147479,-35.3608731,149.1655245,31.68
147481,-35.3608675,149.1655224,31.310000000000002
147483,-35.3608623,149.1655211,30.93
147485,-35.3608576,149.1655202,30.57
147488,-35.3608533,149.1655195,30.189999999999998
147490,-35.3608496,149.1655192,29.83
147492,-35.3608465,149.165519,29.46
147683,-35.3608439,149.1655185,29.090000000000003
147687,-35.3608417,149.1655181,28.729999999999997
147691,-35.3608401,149.1655173,28.36
147695,-35.3608389,149.1655161,28
147698,-35.360838,149.1655141,27.64
148876,-35.3608374,149.1655113,27.28
148882,-35.3608368,149.1655075,26.93
148888,-35.3608363,149.1655027,26.57
148895,-35.3608359,149.1654968,26.22
148898,-35.3608354,149.1654898,25.869999999999997
149987,-35.3608348,149.1654821,25.53
149991,-35.3608341,149.1654735,25.18
149995,-35.3608334,149.1654644,24.83
149997,-35.3608326,149.1654552,24.49
150001,-35.3608318,149.1654455,24.14
151196,-35.3608307,149.1654357,23.79
151218,-35.3608295,149.1654261,23.43
151224,-35.3608278,149.1654164,23.07
151234,-35.3608259,149.165407,22.71
151266,-35.3608235,149.1653979,22.35
152502,-35.3608209,149.1653893,21.98
152506,-35.360818,149.1653813,21.61
152509,-35.3608147,149.1653739,21.24
152512,-35.3608113,149.1653672,20.87
152521,-35.3608077,149.1653612,20.5
152647,-35.3608043,149.165356,20.13
153761,-35.3608008,149.1653514,19.76
153767,-35.3607974,149.1653476,19.39
153770,-35.3607943,149.1653442,19.02
153775,-35.3607918,149.1653413,18.66
153824,-35.3607894,149.1653388,18.29
155013,-35.3607876,149.1653365,17.92
155020,-35.3607864,149.1653344,17.56
155027,-35.3607857,149.1653322,17.19
155038,-35.3607857,149.1653299,16.83
155053,-35.3607862,149.165327,16.48
156185,-35.3607873,149.1653237,16.12
156202,-35.3607888,149.1653197,15.77
156206,-35.3607912,149.1653146,15.41
156224,-35.3607937,149.1653088,15.07
156248,-35.360797,149.1653022,14.71
157425,-35.3608003,149.1652952,14.370000000000001
157429,-35.360804,149.1652875,14.030000000000001
157434,-35.3608081,149.1652792,13.68
157437,-35.360812,149.1652709,13.329999999999998
157449,-35.360816,149.1652623,12.989999999999998
158653,-35.3608198,149.1652535,12.629999999999999
158657,-35.3608234,149.1652446,12.27
158660,-35.3608265,149.1652356,11.91
158664,-35.3608294,149.1652267,11.55
158667,-35.3608317,149.1652176,11.18
159821,-35.3608334,149.1652088,10.809999999999999
159824,-35.3608345,149.1652004,10.45
159828,-35.3608354,149.1651924,10.079999999999998
159832,-35.3608356,149.1651847,9.7
159846,-35.3608354,149.1651776,9.329999999999998
161022,-35.3608349,149.1651712,8.96
161041,-35.3608342,149.1651652,8.59
