SESSION session_mguj28jn GPS POINTS CHUNK 0
-6,-35.3629904,149.1649392,0
0,-35.3629944,149.1649395,0
4,-35.3629984,149.16494,0
8,-35.3630024,149.1649409,0
54,-35.3630063,149.164942,0
2346,-35.3630324,149.1649578,0.009999999999999787
2348,-35.3630355,149.1649608,0
2402,-35.3630385,149.1649642,0
2647,-35.3630221,149.1649496,0
2651,-35.3630257,149.1649521,0
2653,-35.3630291,149.1649548,0
2794,-35.3630424,149.1649692,0
2818,-35.3630458,149.1649742,0
3991,-35.3630488,149.1649798,0
4008,-35.3630517,149.1649856,0
4015,-35.3630541,149.1649915,0
4078,-35.3630561,149.1649976,0
4377,-35.3630579,149.1650041,0
4751,-35.3630592,149.1650106,0
5967,-35.36306,149.1650156,0.009999999999999787
5972,-35.3630606,149.1650205,0
5983,-35.3630609,149.1650256,0.009999999999999787
5993,-35.363061,149.1650306,0
5998,-35.3630609,149.1650357,0
6161,-35.3630606,149.1650407,0
7414,-35.3630597,149.1650474,0.009999999999999787
7424,-35.3630585,149.165054,0.009999999999999787
7458,-35.3630571,149.1650606,0.009999999999999787
7468,-35.3630552,149.1650669,0.009999999999999787
7737,-35.363053,149.1650732,0.009999999999999787
8841,-35.3630505,149.1650791,0
8847,-35.3630475,149.165085,0
8852,-35.3630443,149.1650905,0
9017,-35.3630408,149.1650958,0
9335,-35.3630369,149.1651009,0
9652,-35.3630328,149.1651054,0
9992,-35.3630285,149.1651099,0
15191,-35.3629758,149.1651312,0
15268,-35.3629702,149.165131,0
15290,-35.3629644,149.1651302,0.009999999999999787
15302,-35.3629588,149.1651291,0
15320,-35.3629533,149.1651274,0
15331,-35.3629479,149.1651254,0
15342,-35.3629425,149.165123,0.009999999999999787
15435,-35.3629373,149.1651201,0.009999999999999787
15738,-35.3629323,149.1651167,0
17102,-35.3629143,149.1650994,0
17339,-35.3629105,149.1650942,0
17658,-35.362907,149.1650886,0
17987,-35.3629039,149.1650828,0
18302,-35.362901,149.1650766,0
19302,-35.3628947,149.1650575,0
19598,-35.3628932,149.1650506,0
19828,-35.3628925,149.1650455,0
20080,-35.3628919,149.1650405,0
20301,-35.3628917,149.1650353,0
20542,-35.3628916,149.1650301,0
21457,-35.3628922,149.1650197,0
21462,-35.3628928,149.1650147,0.009999999999999787
21499,-35.3628936,149.1650096,0
21742,-35.3628947,149.1650047,0
21976,-35.362896,149.1649998,0.009999999999999787
23034,-35.3628974,149.1649951,0
23038,-35.3628992,149.1649904,0
23041,-35.362901,149.1649859,0
23044,-35.3629032,149.1649816,0
24267,-35.3629053,149.1649774,0
24274,-35.3629078,149.1649733,0
24288,-35.3629106,149.1649696,0
24291,-35.3629135,149.1649659,0
24300,-35.3629165,149.1649625,0
26489,-35.3629197,149.1649593,0
26491,-35.3629229,149.1649563,0
26494,-35.3629264,149.1649536,0
26496,-35.36293,149.1649511,0.009999999999999787
26500,-35.3629337,149.1649488,0.04999999999999982
26504,-35.3629373,149.1649469,0.16000000000000014
26509,-35.362941,149.164945,0.3799999999999999
26512,-35.3629445,149.1649436,0.7199999999999998
26518,-35.3629479,149.1649426,1.2199999999999998
26548,-35.3629513,149.1649419,1.8399999999999999
27745,-35.3629546,149.1649415,2.58
27752,-35.3629581,149.1649415,3.369999999999999
27757,-35.3629619,149.1649419,4.1899999999999995
27760,-35.3629656,149.1649426,4.99
27764,-35.3629701,149.1649439,5.800000000000001
28920,-35.3629746,149.1649452,6.58
28929,-35.3629795,149.1649468,7.369999999999999
28944,-35.3629847,149.1649486,8.15
28949,-35.3629899,149.1649503,8.92
28960,-35.3629954,149.1649522,9.7
29175,-35.363001,149.1649541,10.46
30308,-35.3630066,149.1649559,11.239999999999998
30311,-35.3630118,149.1649574,12
30313,-35.3630172,149.1649591,12.77
30316,-35.3630225,149.1649605,13.55
30379,-35.3630274,149.1649617,14.309999999999999
31477,-35.3630322,149.1649629,15.079999999999998
31481,-35.3630367,149.1649639,15.86
31487,-35.3630413,149.1649648,16.64
31490,-35.3630454,149.1649658,17.4
31583,-35.3630494,149.1649668,18.17
32836,-35.3630531,149.1649679,18.93
32862,-35.3630567,149.1649693,19.69
32867,-35.3630602,149.1649708,20.46
32898,-35.3630634,149.1649726,21.22
32906,-35.3630665,149.1649746,21.98
33025,-35.3630696,149.1649771,22.75
34118,-35.3630726,149.16498,23.51
34125,-35.3630756,149.1649833,24.26
34141,-35.3630784,149.1649871,25.01
34145,-35.3630813,149.1649914,25.770000000000003
34226,-35.3630841,149.1649962,26.509999999999998
35383,-35.363087,149.1650015,27.270000000000003
35388,-35.3630899,149.1650072,28.009999999999998
35392,-35.3630927,149.1650134,28.770000000000003
35396,-35.3630956,149.1650196,29.520000000000003
35436,-35.3630984,149.1650263,30.270000000000003
36678,-35.3631011,149.165033,31.03
36685,-35.3631041,149.16504,31.79
36713,-35.3631071,149.165047,32.57
36718,-35.36311,149.1650539,33.32
36736,-35.3631131,149.1650607,34.09
37886,-35.3631163,149.1650673,34.86
37898,-35.3631194,149.1650737,35.63
37911,-35.3631229,149.1650802,36.4
37915,-35.3631261,149.1650862,37.17
37921,-35.3631297,149.1650922,37.94
39099,-35.3631331,149.1650979,38.71
39102,-35.3631367,149.1651039,39.45
39105,-35.3631406,149.1651106,40.07
39109,-35.3631453,149.1651188,40.54
39130,-35.3631506,149.1651287,40.84
40217,-35.3631571,149.1651406,40.96
40226,-35.3631655,149.165155,40.94
40230,-35.3631759,149.1651719,40.83
40237,-35.3631889,149.1651916,40.71
40246,-35.3632033,149.1652131,40.62
41400,-35.3632197,149.1652365,40.56
41405,-35.3632373,149.1652615,40.47
41408,-35.363257,149.165289,40.19
41415,-35.3632783,149.1653182,39.93
41442,-35.3633015,149.1653485,39.9
42654,-35.3633257,149.1653792,40.13
42670,-35.3633514,149.1654108,40.66
42673,-35.3633774,149.1654418,41.36
42677,-35.3634051,149.1654742,42.15
42680,-35.3634349,149.1655085,42.93
42872,-35.3634653,149.1655434,43.35
43989,-35.3634951,149.1655773,43.33
